analysis,delta_intervention_driver_locking_plv,delta_intervention_mean_R1,frequency_hz,replicate,scan_value
jitter_scan,-0.1654300439591144,,20.8,5,0.0
jitter_scan,-0.13149659763323954,,20.8,6,0.0
jitter_scan,-0.2548953375889138,,20.8,7,0.0
jitter_scan,-0.1227328366187691,,20.8,8,0.0
jitter_scan,-0.2587834811990328,,20.8,9,0.0
jitter_scan,-0.1310802904574177,,20.8,10,0.0
jitter_scan,-0.09692596982072996,,20.8,11,0.0
jitter_scan,-0.3684505277675949,,20.8,12,0.0
jitter_scan,-0.19510139844815663,,20.8,13,0.0
jitter_scan,-0.18920885142062205,,20.8,14,0.0
jitter_scan,-0.3044726043444534,,20.8,15,0.0
jitter_scan,-0.2019534970072634,,20.8,16,0.0
jitter_scan,-0.18539249188865722,,20.8,17,0.0
jitter_scan,-0.1574434957813966,,20.8,18,0.0
jitter_scan,-0.18847930148603356,,20.8,19,0.0
jitter_scan,-0.1733322201634103,,20.8,20,0.0
jitter_scan,-0.3146487207389229,,20.8,21,0.0
jitter_scan,-0.28509468599635673,,20.8,22,0.0
jitter_scan,-0.20123987444477365,,20.8,23,0.0
jitter_scan,-0.2577563758204994,,27.3,0,0.0
jitter_scan,-0.17363504772317442,,27.3,1,0.0
jitter_scan,-0.20775633688010275,,27.3,2,0.0
jitter_scan,-0.11505525923151376,,27.3,3,0.0
jitter_scan,-0.12805376889488276,,27.3,4,0.0
jitter_scan,-0.4244712584532973,,27.3,5,0.0
jitter_scan,-0.07461627525171194,,27.3,6,0.0
jitter_scan,-0.179300573079317,,27.3,7,0.0
jitter_scan,-0.3361759039239952,,27.3,8,0.0
jitter_scan,-0.14027514689390308,,27.3,9,0.0
jitter_scan,-0.12940399122524823,,27.3,10,0.0
jitter_scan,-0.2090329495594461,,27.3,11,0.0
jitter_scan,-0.16154299701729008,,27.3,12,0.0
jitter_scan,-0.37303903656964826,,27.3,13,0.0
jitter_scan,-0.13065968013842663,,27.3,14,0.0
jitter_scan,-0.08853008785549882,,27.3,15,0.0
jitter_scan,-0.2569001163916912,,27.3,16,0.0
jitter_scan,-0.10272908054421889,,27.3,17,0.0
jitter_scan,-0.06696121060989872,,27.3,18,0.0
jitter_scan,-0.20806034435318702,,27.3,19,0.0
jitter_scan,-0.16343151150549334,,27.3,20,0.0
jitter_scan,-0.19107780253201712,,27.3,21,0.0
jitter_scan,-0.09241537154114342,,27.3,22,0.0
jitter_scan,-0.09951168788700829,,27.3,23,0.0
jitter_scan,-0.25534292602486997,,33.8,0,0.0
jitter_scan,-0.179355855113269,,33.8,1,0.0
jitter_scan,-0.11523505069973791,,33.8,2,0.0
jitter_scan,-0.09171629312258808,,33.8,3,0.0
jitter_scan,-0.078482646158443,,33.8,4,0.0
jitter_scan,-0.11815324953829989,,33.8,5,0.0
jitter_scan,-0.1320474355597293,,33.8,6,0.0
jitter_scan,-0.12545473125919784,,33.8,7,0.0
jitter_scan,-0.32830530890190496,,33.8,8,0.0
jitter_scan,-0.10612585996634957,,33.8,9,0.0
jitter_scan,-0.18382456342725867,,33.8,10,0.0
jitter_scan,-0.10157257541218673,,33.8,11,0.0
jitter_scan,-0.1912906500145542,,33.8,12,0.0
jitter_scan,-0.20504953641768248,,33.8,13,0.0
jitter_scan,-0.23186843138883445,,33.8,14,0.0
jitter_scan,-0.2786575118071151,,33.8,15,0.0
jitter_scan,-0.2657745045436983,,33.8,16,0.0
jitter_scan,-0.25345973711039765,,33.8,17,0.0
jitter_scan,-0.17561472685214274,,33.8,18,0.0
jitter_scan,-0.24591441863402602,,33.8,19,0.0
jitter_scan,-0.15800503083713113,,33.8,20,0.0
jitter_scan,-0.17294743255334508,,33.8,21,0.0
jitter_scan,-0.26702445962414517,,33.8,22,0.0
jitter_scan,-0.32221064194542776,,33.8,23,0.0
jitter_scan,-0.1556832129370166,,7.83,0,0.05
jitter_scan,-0.23196213685759548,,7.83,1,0.05
jitter_scan,-0.28459378829500703,,7.83,2,0.05
jitter_scan,-0.11983891808761199,,7.83,3,0.05
jitter_scan,-0.13293992844397423,,7.83,4,0.05
jitter_scan,-0.21663767865875966,,7.83,5,0.05
jitter_scan,-0.23537443660315518,,7.83,6,0.05
jitter_scan,-0.10040557579071624,,7.83,7,0.05
jitter_scan,-0.3035757978754676,,7.83,8,0.05
jitter_scan,-0.1903957185159418,,7.83,9,0.05
jitter_scan,-0.23175581275274687,,7.83,10,0.05
jitter_scan,-0.17257333492680008,,7.83,11,0.05
jitter_scan,-0.20925967522511138,,7.83,12,0.05
jitter_scan,-0.3220784413309983,,7.83,13,0.05
jitter_scan,-0.14447225683419762,,7.83,14,0.05
jitter_scan,-0.3563210307919999,,7.83,15,0.05
jitter_scan,-0.23855221408151187,,7.83,16,0.05
jitter_scan,-0.20030006200210598,,7.83,17,0.05
jitter_scan,-0.12415134967804628,,7.83,18,0.05
jitter_scan,-0.144623379813399,,7.83,19,0.05
jitter_scan,-0.24580571186280334,,7.83,20,0.05
jitter_scan,-0.14838001610950025,,7.83,21,0.05
jitter_scan,-0.24339629810619132,,7.83,22,0.05
jitter_scan,-0.13263291643196293,,7.83,23,0.05
jitter_scan,-0.2661154850540463,,10.0,0,0.05
jitter_scan,-0.27105881974130785,,10.0,1,0.05
jitter_scan,-0.2713353344451555,,10.0,2,0.05
jitter_scan,-0.19202949128423538,,10.0,3,0.05
jitter_scan,-0.23347506498192575,,10.0,4,0.05
jitter_scan,-0.2591677191570073,,10.0,5,0.05
jitter_scan,-0.381608816353396,,10.0,6,0.05
jitter_scan,-0.1562834711017145,,10.0,7,0.05
jitter_scan,-0.11006557983560741,,10.0,8,0.05
jitter_scan,-0.291996841638525,,10.0,9,0.05
jitter_scan,-0.4055623019812288,,10.0,10,0.05
jitter_scan,-0.19891132449053958,,10.0,11,0.05
jitter_scan,-0.15114587801054818,,10.0,12,0.05
jitter_scan,-0.17872382952652102,,10.0,13,0.05
jitter_scan,-0.1895396616255739,,10.0,14,0.05
jitter_scan,-0.1906360472460086,,10.0,15,0.05
jitter_scan,-0.23489170530767384,,10.0,16,0.05
jitter_scan,-0.27317843056989455,,10.0,17,0.05
jitter_scan,-0.10454239406015488,,10.0,18,0.05
jitter_scan,-0.15815810103086975,,10.0,19,0.05
jitter_scan,-0.25935037029353836,,10.0,20,0.05
jitter_scan,-0.23193823202895641,,10.0,21,0.05
jitter_scan,-0.251558294854178,,10.0,22,0.05
jitter_scan,-0.06801667211345559,,10.0,23,0.05
jitter_scan,-0.2146306620329603,,14.3,0,0.05
jitter_scan,-0.24856999920955863,,14.3,1,0.05
jitter_scan,-0.157072764069203,,14.3,2,0.05
jitter_scan,-0.148167970861843,,14.3,3,0.05
jitter_scan,-0.1720226672077741,,14.3,4,0.05
jitter_scan,-0.2500781101221602,,14.3,5,0.05
jitter_scan,-0.19722984399543642,,14.3,6,0.05
jitter_scan,-0.17307346367224816,,14.3,7,0.05
jitter_scan,-0.11257562864071494,,14.3,8,0.05
jitter_scan,-0.10299788137613577,,14.3,9,0.05
jitter_scan,-0.15696587731556969,,14.3,10,0.05
jitter_scan,-0.23029992341588063,,14.3,11,0.05
jitter_scan,-0.2155074049860069,,14.3,12,0.05
jitter_scan,-0.2457158298238133,,14.3,13,0.05
jitter_scan,-0.11906581846490655,,14.3,14,0.05
jitter_scan,-0.1842474744796963,,14.3,15,0.05
jitter_scan,-0.048198914347681726,,14.3,16,0.05
jitter_scan,-0.14383192798500596,,14.3,17,0.05
jitter_scan,-0.1430311899499117,,14.3,18,0.05
jitter_scan,-0.12947268552976848,,14.3,19,0.05
jitter_scan,-0.20726405970332284,,14.3,20,0.05
jitter_scan,-0.12953254585834711,,14.3,21,0.05
jitter_scan,-0.13641430389868425,,14.3,22,0.05
jitter_scan,-0.25884733599310594,,14.3,23,0.05
jitter_scan,-0.18621819331604283,,20.8,0,0.05
jitter_scan,-0.2391953979163552,,20.8,1,0.05
jitter_scan,-0.3239156215423576,,20.8,2,0.05
jitter_scan,-0.2887891061181326,,20.8,3,0.05
jitter_scan,-0.07917693498946754,,20.8,4,0.05
jitter_scan,-0.16530534807807795,,20.8,5,0.05
jitter_scan,-0.1314125993693129,,20.8,6,0.05
jitter_scan,-0.255258701424247,,20.8,7,0.05
jitter_scan,-0.1246370579228943,,20.8,8,0.05
jitter_scan,-0.25156831900512644,,20.8,9,0.05
jitter_scan,-0.13081588463784757,,20.8,10,0.05
jitter_scan,-0.09471575934225814,,20.8,11,0.05
jitter_scan,-0.3642993553916758,,20.8,12,0.05
jitter_scan,-0.19052049427123546,,20.8,13,0.05
jitter_scan,-0.19206557769333388,,20.8,14,0.05
jitter_scan,-0.2957746099254205,,20.8,15,0.05
jitter_scan,-0.19924084150454002,,20.8,16,0.05
jitter_scan,-0.18290010804438545,,20.8,17,0.05
jitter_scan,-0.16267779275460512,,20.8,18,0.05
jitter_scan,-0.18420522999967837,,20.8,19,0.05
jitter_scan,-0.17374813098806163,,20.8,20,0.05
jitter_scan,-0.31826008451779664,,20.8,21,0.05
jitter_scan,-0.2845990148832914,,20.8,22,0.05
jitter_scan,-0.18962314517772766,,20.8,23,0.05
jitter_scan,-0.26459900826958177,,27.3,0,0.05
jitter_scan,-0.16660327264652536,,27.3,1,0.05
jitter_scan,-0.20570150692497347,,27.3,2,0.05
jitter_scan,-0.11721154066584885,,27.3,3,0.05
jitter_scan,-0.1269099042412344,,27.3,4,0.05
jitter_scan,-0.4210201780287944,,27.3,5,0.05
jitter_scan,-0.07460786524637855,,27.3,6,0.05
jitter_scan,-0.17045494046317755,,27.3,7,0.05
jitter_scan,-0.32602098644297806,,27.3,8,0.05
jitter_scan,-0.14661823070886487,,27.3,9,0.05
jitter_scan,-0.1196727631083884,,27.3,10,0.05
jitter_scan,-0.20579225551123015,,27.3,11,0.05
jitter_scan,-0.1568597596312405,,27.3,12,0.05
jitter_scan,-0.3731829827351521,,27.3,13,0.05
jitter_scan,-0.1336844632873583,,27.3,14,0.05
jitter_scan,-0.08280427994501285,,27.3,15,0.05
jitter_scan,-0.25411963845404784,,27.3,16,0.05
jitter_scan,-0.09988869852638628,,27.3,17,0.05
jitter_scan,-0.06563967543584691,,27.3,18,0.05
jitter_scan,-0.202365813607831,,27.3,19,0.05
jitter_scan,-0.15959497459787894,,27.3,20,0.05
jitter_scan,-0.19235419704271486,,27.3,21,0.05
jitter_scan,-0.09192562726048054,,27.3,22,0.05
jitter_scan,-0.09570595729066322,,27.3,23,0.05
jitter_scan,-0.2531287418200255,,33.8,0,0.05
jitter_scan,-0.18219533397895973,,33.8,1,0.05
jitter_scan,-0.11485223313724739,,33.8,2,0.05
jitter_scan,-0.09092545009275538,,33.8,3,0.05
jitter_scan,-0.07698886229395235,,33.8,4,0.05
jitter_scan,-0.11470739120336981,,33.8,5,0.05
jitter_scan,-0.13064150028662969,,33.8,6,0.05
jitter_scan,-0.1263369705475828,,33.8,7,0.05
jitter_scan,-0.3306101148259684,,33.8,8,0.05
jitter_scan,-0.10702624158662272,,33.8,9,0.05
jitter_scan,-0.1852453130403624,,33.8,10,0.05
jitter_scan,-0.09806838052240445,,33.8,11,0.05
jitter_scan,-0.1892256045114957,,33.8,12,0.05
jitter_scan,-0.2119456236652358,,33.8,13,0.05
jitter_scan,-0.23292782816222377,,33.8,14,0.05
jitter_scan,-0.2811358020154896,,33.8,15,0.05
jitter_scan,-0.26415301628260063,,33.8,16,0.05
jitter_scan,-0.2574392841522139,,33.8,17,0.05
jitter_scan,-0.1605723653407691,,33.8,18,0.05
jitter_scan,-0.24775181949567904,,33.8,19,0.05
jitter_scan,-0.15431256238539234,,33.8,20,0.05
jitter_scan,-0.16742794279932333,,33.8,21,0.05
jitter_scan,-0.2533152625065525,,33.8,22,0.05
jitter_scan,-0.3299382273107322,,33.8,23,0.05
jitter_scan,-0.15962967591876007,,7.83,0,0.1
jitter_scan,-0.21535213212272336,,7.83,1,0.1
jitter_scan,-0.26085123628359,,7.83,2,0.1
jitter_scan,-0.1142055580920576,,7.83,3,0.1
jitter_scan,-0.13237817927254278,,7.83,4,0.1
jitter_scan,-0.22023033733448663,,7.83,5,0.1
jitter_scan,-0.2332023555758447,,7.83,6,0.1
jitter_scan,-0.0997001885051984,,7.83,7,0.1
jitter_scan,-0.29017054593478286,,7.83,8,0.1
jitter_scan,-0.18570264630132877,,7.83,9,0.1
jitter_scan,-0.2209485698238804,,7.83,10,0.1
jitter_scan,-0.16296092339829768,,7.83,11,0.1
jitter_scan,-0.19632790257871185,,7.83,12,0.1
jitter_scan,-0.2807185448006727,,7.83,13,0.1
jitter_scan,-0.13131267970956148,,7.83,14,0.1
jitter_scan,-0.3461751016252827,,7.83,15,0.1
jitter_scan,-0.242877075089379,,7.83,16,0.1
jitter_scan,-0.18583117321813677,,7.83,17,0.1
jitter_scan,-0.1143613281757496,,7.83,18,0.1
jitter_scan,-0.14518194787414362,,7.83,19,0.1
jitter_scan,-0.2211530516110592,,7.83,20,0.1
jitter_scan,-0.13917014584827198,,7.83,21,0.1
jitter_scan,-0.2140169019999988,,7.83,22,0.1
jitter_scan,-0.14052400691636804,,7.83,23,0.1
jitter_scan,-0.24372391110753897,,10.0,0,0.1
jitter_scan,-0.260581638627395,,10.0,1,0.1
jitter_scan,-0.22745231572607244,,10.0,2,0.1
jitter_scan,-0.18554933165061246,,10.0,3,0.1
jitter_scan,-0.21398417114135648,,10.0,4,0.1
jitter_scan,-0.24569530921553667,,10.0,5,0.1
jitter_scan,-0.34507698911160173,,10.0,6,0.1
jitter_scan,-0.1522316416713868,,10.0,7,0.1
jitter_scan,-0.10454549742286269,,10.0,8,0.1
jitter_scan,-0.276724554693092,,10.0,9,0.1
jitter_scan,-0.3793986770785881,,10.0,10,0.1
jitter_scan,-0.19901825795070596,,10.0,11,0.1
jitter_scan,-0.1512017491796641,,10.0,12,0.1
jitter_scan,-0.15967125775994906,,10.0,13,0.1
jitter_scan,-0.19621588574788068,,10.0,14,0.1
jitter_scan,-0.16278912395338627,,10.0,15,0.1
jitter_scan,-0.22386406898414551,,10.0,16,0.1
jitter_scan,-0.27445940844645306,,10.0,17,0.1
jitter_scan,-0.09827761532389692,,10.0,18,0.1
jitter_scan,-0.1704271467309367,,10.0,19,0.1
jitter_scan,-0.25143981363173334,,10.0,20,0.1
jitter_scan,-0.20854774169577556,,10.0,21,0.1
jitter_scan,-0.23471711552760055,,10.0,22,0.1
jitter_scan,-0.07190989834400102,,10.0,23,0.1
jitter_scan,-0.20085834002445369,,14.3,0,0.1
jitter_scan,-0.256864172898634,,14.3,1,0.1
jitter_scan,-0.1553908307530475,,14.3,2,0.1
jitter_scan,-0.14920819689150838,,14.3,3,0.1
jitter_scan,-0.17205137234305906,,14.3,4,0.1
jitter_scan,-0.25177024442030166,,14.3,5,0.1
jitter_scan,-0.1894968007980975,,14.3,6,0.1
jitter_scan,-0.1775259048066249,,14.3,7,0.1
jitter_scan,-0.10415734537354789,,14.3,8,0.1
jitter_scan,-0.09711426297297916,,14.3,9,0.1
jitter_scan,-0.15710858269871536,,14.3,10,0.1
jitter_scan,-0.21026001702880953,,14.3,11,0.1
jitter_scan,-0.2089706381197995,,14.3,12,0.1
jitter_scan,-0.23503299500517008,,14.3,13,0.1
jitter_scan,-0.10990885182880092,,14.3,14,0.1
jitter_scan,-0.18371384330638119,,14.3,15,0.1
jitter_scan,-0.05999854011680407,,14.3,16,0.1
jitter_scan,-0.1313418309687884,,14.3,17,0.1
jitter_scan,-0.14450844745291538,,14.3,18,0.1
jitter_scan,-0.13392725209385725,,14.3,19,0.1
jitter_scan,-0.21933465160558235,,14.3,20,0.1
jitter_scan,-0.12764299877206972,,14.3,21,0.1
jitter_scan,-0.10715893275871471,,14.3,22,0.1
jitter_scan,-0.2183764365224532,,14.3,23,0.1
jitter_scan,-0.17142174376485303,,20.8,0,0.1
jitter_scan,-0.22140608494296876,,20.8,1,0.1
jitter_scan,-0.3138182252481139,,20.8,2,0.1
jitter_scan,-0.2537582362626951,,20.8,3,0.1
jitter_scan,-0.08689525857530961,,20.8,4,0.1
jitter_scan,-0.1640528000087475,,20.8,5,0.1
jitter_scan,-0.12855551317214195,,20.8,6,0.1
jitter_scan,-0.2576846157598386,,20.8,7,0.1
jitter_scan,-0.12399015332994945,,20.8,8,0.1
jitter_scan,-0.22741849911579093,,20.8,9,0.1
jitter_scan,-0.1258813315878238,,20.8,10,0.1
jitter_scan,-0.0913136429365347,,20.8,11,0.1
jitter_scan,-0.2686526892098458,,20.8,12,0.1
jitter_scan,-0.16797424226039387,,20.8,13,0.1
jitter_scan,-0.20221326323535443,,20.8,14,0.1
jitter_scan,-0.2806106723604037,,20.8,15,0.1
jitter_scan,-0.17357645318172793,,20.8,16,0.1
jitter_scan,-0.18316715214754176,,20.8,17,0.1
jitter_scan,-0.15886426533962744,,20.8,18,0.1
jitter_scan,-0.18346575087666034,,20.8,19,0.1
jitter_scan,-0.17209349031261917,,20.8,20,0.1
jitter_scan,-0.30643575398601486,,20.8,21,0.1
jitter_scan,-0.2625819379658405,,20.8,22,0.1
jitter_scan,-0.17136507457510974,,20.8,23,0.1
jitter_scan,-0.2546374504398861,,27.3,0,0.1
jitter_scan,-0.15343925063153963,,27.3,1,0.1
jitter_scan,-0.19646830602253956,,27.3,2,0.1
jitter_scan,-0.11984084771624214,,27.3,3,0.1
jitter_scan,-0.11798675141767213,,27.3,4,0.1
jitter_scan,-0.41168408648814814,,27.3,5,0.1
jitter_scan,-0.07589187153429512,,27.3,6,0.1
jitter_scan,-0.1433035933453011,,27.3,7,0.1
jitter_scan,-0.30376428306946407,,27.3,8,0.1
jitter_scan,-0.1444607715215559,,27.3,9,0.1
jitter_scan,-0.10299269060255492,,27.3,10,0.1
jitter_scan,-0.19215851800893072,,27.3,11,0.1
jitter_scan,-0.1457634918023843,,27.3,12,0.1
jitter_scan,-0.37031414163027593,,27.3,13,0.1
jitter_scan,-0.11909559458074227,,27.3,14,0.1
jitter_scan,-0.07151648956094157,,27.3,15,0.1
jitter_scan,-0.23329356483663538,,27.3,16,0.1
jitter_scan,-0.09181600155439754,,27.3,17,0.1
jitter_scan,-0.06359292493037622,,27.3,18,0.1
jitter_scan,-0.19186241502864593,,27.3,19,0.1
jitter_scan,-0.15165288521206008,,27.3,20,0.1
jitter_scan,-0.188158316134724,,27.3,21,0.1
jitter_scan,-0.09170138769513726,,27.3,22,0.1
jitter_scan,-0.08275918719885823,,27.3,23,0.1
jitter_scan,-0.25190510040292624,,33.8,0,0.1
jitter_scan,-0.19061561872692495,,33.8,1,0.1
jitter_scan,-0.11006808179016017,,33.8,2,0.1
jitter_scan,-0.08502431006906755,,33.8,3,0.1
jitter_scan,-0.0718832161658756,,33.8,4,0.1
jitter_scan,-0.12062600865204734,,33.8,5,0.1
jitter_scan,-0.1214827666605238,,33.8,6,0.1
jitter_scan,-0.13189127814173904,,33.8,7,0.1
jitter_scan,-0.3025895420350562,,33.8,8,0.1
jitter_scan,-0.10775972050546528,,33.8,9,0.1
jitter_scan,-0.18023264463613706,,33.8,10,0.1
jitter_scan,-0.08912555562350377,,33.8,11,0.1
jitter_scan,-0.190805053697804,,33.8,12,0.1
jitter_scan,-0.21492570559746416,,33.8,13,0.1
jitter_scan,-0.22763934485948242,,33.8,14,0.1
jitter_scan,-0.28922776926687516,,33.8,15,0.1
jitter_scan,-0.20637054076855876,,33.8,16,0.1
jitter_scan,-0.2275013373783412,,33.8,17,0.1
jitter_scan,-0.13044744904961214,,33.8,18,0.1
jitter_scan,-0.2534139263904271,,33.8,19,0.1
jitter_scan,-0.1369727743915716,,33.8,20,0.1
jitter_scan,-0.15693006524082803,,33.8,21,0.1
jitter_scan,-0.2258723114638122,,33.8,22,0.1
jitter_scan,-0.317240299928346,,33.8,23,0.1
jitter_scan,-0.1260431766799812,,7.83,0,0.2
jitter_scan,-0.17938858002533337,,7.83,1,0.2
jitter_scan,-0.08319606985434869,,7.83,2,0.2
jitter_scan,-0.08531600402726414,,7.83,3,0.2
jitter_scan,-0.1073445067527926,,7.83,4,0.2
jitter_scan,-0.20690119535791685,,7.83,5,0.2
jitter_scan,-0.22903127892408087,,7.83,6,0.2
jitter_scan,-0.06713580803981865,,7.83,7,0.2
jitter_scan,-0.23552516697760947,,7.83,8,0.2
jitter_scan,-0.11880970607529863,,7.83,9,0.2
jitter_scan,-0.17360071242432304,,7.83,10,0.2
jitter_scan,-0.14581097455015202,,7.83,11,0.2
jitter_scan,-0.13221976526704926,,7.83,12,0.2
jitter_scan,-0.1906411706450768,,7.83,13,0.2
jitter_scan,-0.1055914180567814,,7.83,14,0.2
jitter_scan,-0.3419946778436117,,7.83,15,0.2
jitter_scan,-0.18779550706842418,,7.83,16,0.2
jitter_scan,-0.12901803078260343,,7.83,17,0.2
jitter_scan,-0.08757114575718548,,7.83,18,0.2
jitter_scan,-0.1591028616608153,,7.83,19,0.2
jitter_scan,-0.169717870174687,,7.83,20,0.2
jitter_scan,-0.05555877404508702,,7.83,21,0.2
jitter_scan,-0.15552958943904763,,7.83,22,0.2
jitter_scan,-0.09648703222375989,,7.83,23,0.2
jitter_scan,-0.1100788556093027,,10.0,0,0.2
jitter_scan,-0.2308679007984423,,10.0,1,0.2
jitter_scan,-0.15376178953718497,,10.0,2,0.2
jitter_scan,-0.15134443576513396,,10.0,3,0.2
jitter_scan,-0.1464258076240238,,10.0,4,0.2
jitter_scan,-0.20643151624260903,,10.0,5,0.2
jitter_scan,-0.23226991598692248,,10.0,6,0.2
jitter_scan,-0.08938353655437949,,10.0,7,0.2
jitter_scan,-0.05973287006492832,,10.0,8,0.2
jitter_scan,-0.2409283597938861,,10.0,9,0.2
jitter_scan,-0.22019508812882635,,10.0,10,0.2
jitter_scan,-0.1756101405924101,,10.0,11,0.2
jitter_scan,-0.11638491599759895,,10.0,12,0.2
jitter_scan,-0.08378320869257116,,10.0,13,0.2
jitter_scan,-0.14936550564056897,,10.0,14,0.2
jitter_scan,-0.083381781895661,,10.0,15,0.2
jitter_scan,-0.14099163346873897,,10.0,16,0.2
jitter_scan,-0.24358639481037053,,10.0,17,0.2
jitter_scan,-0.07429083355637964,,10.0,18,0.2
jitter_scan,-0.12326894677526759,,10.0,19,0.2
jitter_scan,-0.18601635972649977,,10.0,20,0.2
jitter_scan,-0.14642483492111424,,10.0,21,0.2
jitter_scan,-0.17562155437203797,,10.0,22,0.2
jitter_scan,-0.0794692217198325,,10.0,23,0.2
jitter_scan,-0.14567296384927791,,14.3,0,0.2
jitter_scan,-0.18718864824876247,,14.3,1,0.2
jitter_scan,-0.12585230346114878,,14.3,2,0.2
jitter_scan,-0.12984075198298978,,14.3,3,0.2
jitter_scan,-0.12864155892417672,,14.3,4,0.2
jitter_scan,-0.13084218921117752,,14.3,5,0.2
jitter_scan,-0.17647321634306617,,14.3,6,0.2
jitter_scan,-0.13771066484002062,,14.3,7,0.2
jitter_scan,-0.08691242400301222,,14.3,8,0.2
jitter_scan,-0.0846613507114071,,14.3,9,0.2
jitter_scan,-0.1292969942110484,,14.3,10,0.2
jitter_scan,-0.15718406948398347,,14.3,11,0.2
jitter_scan,-0.17540614092301493,,14.3,12,0.2
jitter_scan,-0.19775520289481296,,14.3,13,0.2
jitter_scan,-0.09438770292924764,,14.3,14,0.2
jitter_scan,-0.14839989829633665,,14.3,15,0.2
jitter_scan,-0.07023678072288779,,14.3,16,0.2
jitter_scan,-0.10094065581543198,,14.3,17,0.2
jitter_scan,-0.13692668413500522,,14.3,18,0.2
jitter_scan,-0.11962982556771523,,14.3,19,0.2
jitter_scan,-0.15093517184162758,,14.3,20,0.2
jitter_scan,-0.11783000529658601,,14.3,21,0.2
jitter_scan,-0.05985107956221136,,14.3,22,0.2
jitter_scan,-0.16493449916613143,,14.3,23,0.2
jitter_scan,-0.11142328370939752,,20.8,0,0.2
jitter_scan,-0.19067675613854282,,20.8,1,0.2
jitter_scan,-0.14183008175197084,,20.8,2,0.2
jitter_scan,-0.16139787312375214,,20.8,3,0.2
jitter_scan,-0.0783478538739859,,20.8,4,0.2
jitter_scan,-0.17209733308985375,,20.8,5,0.2
jitter_scan,-0.0901344224009778,,20.8,6,0.2
jitter_scan,-0.20091745809100398,,20.8,7,0.2
jitter_scan,-0.07121948656789995,,20.8,8,0.2
jitter_scan,-0.14644460533067408,,20.8,9,0.2
jitter_scan,-0.09498489745677771,,20.8,10,0.2
jitter_scan,-0.0765190205438723,,20.8,11,0.2
jitter_scan,-0.16080137778942244,,20.8,12,0.2
jitter_scan,-0.11841876823803277,,20.8,13,0.2
jitter_scan,-0.1475105100180763,,20.8,14,0.2
jitter_scan,-0.18901410555853973,,20.8,15,0.2
jitter_scan,-0.10704657173397258,,20.8,16,0.2
jitter_scan,-0.1760648647345405,,20.8,17,0.2
jitter_scan,-0.0980386570536769,,20.8,18,0.2
jitter_scan,-0.07238784173335736,,20.8,19,0.2
jitter_scan,-0.11243861563647932,,20.8,20,0.2
jitter_scan,-0.24288010960650183,,20.8,21,0.2
jitter_scan,-0.2194164015316537,,20.8,22,0.2
jitter_scan,-0.15529935310753382,,20.8,23,0.2
jitter_scan,-0.20039155851681084,,27.3,0,0.2
jitter_scan,-0.11995675282151305,,27.3,1,0.2
jitter_scan,-0.17589557016057977,,27.3,2,0.2
jitter_scan,-0.1251525200185707,,27.3,3,0.2
jitter_scan,-0.09362502424066393,,27.3,4,0.2
jitter_scan,-0.36471447520098665,,27.3,5,0.2
jitter_scan,-0.07339850430824071,,27.3,6,0.2
jitter_scan,-0.09971318850349385,,27.3,7,0.2
jitter_scan,-0.29003364327882925,,27.3,8,0.2
jitter_scan,-0.11913785168954635,,27.3,9,0.2
jitter_scan,-0.0668334009934433,,27.3,10,0.2
jitter_scan,-0.15250375545957306,,27.3,11,0.2
jitter_scan,-0.10417063528334312,,27.3,12,0.2
jitter_scan,-0.30710205488771986,,27.3,13,0.2
jitter_scan,-0.0692592811719771,,27.3,14,0.2
jitter_scan,-0.058433129089791966,,27.3,15,0.2
jitter_scan,-0.15879582784275628,,27.3,16,0.2
jitter_scan,-0.06658685956569647,,27.3,17,0.2
jitter_scan,-0.04012254164848557,,27.3,18,0.2
jitter_scan,-0.16878928076223845,,27.3,19,0.2
