analysis,delta_intervention_driver_locking_plv,delta_intervention_mean_R1,frequency_hz,replicate,scan_value
jitter_scan,-0.14815634300703615,,27.3,20,0.2
jitter_scan,-0.11387473195374068,,27.3,21,0.2
jitter_scan,-0.10611908311575166,,27.3,22,0.2
jitter_scan,-0.06057258030219867,,27.3,23,0.2
jitter_scan,-0.2344249478309623,,33.8,0,0.2
jitter_scan,-0.20491600856362868,,33.8,1,0.2
jitter_scan,-0.08939848889755128,,33.8,2,0.2
jitter_scan,-0.06094474376420818,,33.8,3,0.2
jitter_scan,-0.05947558327550798,,33.8,4,0.2
jitter_scan,-0.11320893153056541,,33.8,5,0.2
jitter_scan,-0.07280525040862337,,33.8,6,0.2
jitter_scan,-0.09877143929709169,,33.8,7,0.2
jitter_scan,-0.18376327874083148,,33.8,8,0.2
jitter_scan,-0.10115569326790266,,33.8,9,0.2
jitter_scan,-0.14527745192213296,,33.8,10,0.2
jitter_scan,-0.05625578458767819,,33.8,11,0.2
jitter_scan,-0.11015714017113787,,33.8,12,0.2
jitter_scan,-0.15365697189706412,,33.8,13,0.2
jitter_scan,-0.1555598251490687,,33.8,14,0.2
jitter_scan,-0.2633514670338012,,33.8,15,0.2
jitter_scan,-0.11262964625847122,,33.8,16,0.2
jitter_scan,-0.1559768131222421,,33.8,17,0.2
jitter_scan,-0.05190073560208558,,33.8,18,0.2
jitter_scan,-0.16825744807758442,,33.8,19,0.2
jitter_scan,-0.09054682706809733,,33.8,20,0.2
jitter_scan,-0.1108432043125552,,33.8,21,0.2
jitter_scan,-0.15934271380461526,,33.8,22,0.2
jitter_scan,-0.23327410646617666,,33.8,23,0.2
jitter_scan,-0.07679708302732392,,7.83,0,0.35
jitter_scan,-0.07324739413682332,,7.83,1,0.35
jitter_scan,-0.03446045325703784,,7.83,2,0.35
jitter_scan,-0.04568463493628236,,7.83,3,0.35
jitter_scan,-0.09787643441716538,,7.83,4,0.35
jitter_scan,-0.13451749528324103,,7.83,5,0.35
jitter_scan,-0.1364789959182286,,7.83,6,0.35
jitter_scan,-0.043824050834982184,,7.83,7,0.35
jitter_scan,-0.09284328392268393,,7.83,8,0.35
jitter_scan,-0.041005175136297256,,7.83,9,0.35
jitter_scan,-0.08437521227453093,,7.83,10,0.35
jitter_scan,-0.08200082416174104,,7.83,11,0.35
jitter_scan,-0.04120361701633621,,7.83,12,0.35
jitter_scan,-0.06703618469053146,,7.83,13,0.35
jitter_scan,-0.039162416731727795,,7.83,14,0.35
jitter_scan,-0.07919871520331156,,7.83,15,0.35
jitter_scan,-0.11884008981944993,,7.83,16,0.35
jitter_scan,-0.08534307578995803,,7.83,17,0.35
jitter_scan,-0.0658156976461899,,7.83,18,0.35
jitter_scan,-0.09334710358929373,,7.83,19,0.35
jitter_scan,-0.05838786759925929,,7.83,20,0.35
jitter_scan,-0.018992743363123066,,7.83,21,0.35
jitter_scan,-0.07005642974122644,,7.83,22,0.35
jitter_scan,-0.036819726755684845,,7.83,23,0.35
jitter_scan,-0.030977155994195926,,10.0,0,0.35
jitter_scan,-0.1224203023082027,,10.0,1,0.35
jitter_scan,-0.05734329798513291,,10.0,2,0.35
jitter_scan,-0.08137275553901119,,10.0,3,0.35
jitter_scan,-0.10105392707775532,,10.0,4,0.35
jitter_scan,-0.06689818200465783,,10.0,5,0.35
jitter_scan,-0.0745611463707525,,10.0,6,0.35
jitter_scan,-0.037363662643636025,,10.0,7,0.35
jitter_scan,-0.03989734302363443,,10.0,8,0.35
jitter_scan,-0.14568080822338453,,10.0,9,0.35
jitter_scan,-0.1256300307811017,,10.0,10,0.35
jitter_scan,-0.09990967398620129,,10.0,11,0.35
jitter_scan,-0.04779416704073702,,10.0,12,0.35
jitter_scan,-0.021658803999257903,,10.0,13,0.35
jitter_scan,-0.10383014850501837,,10.0,14,0.35
jitter_scan,-0.023542695167880517,,10.0,15,0.35
jitter_scan,-0.05696103686683149,,10.0,16,0.35
jitter_scan,-0.14142755692055065,,10.0,17,0.35
jitter_scan,-0.04021549225890689,,10.0,18,0.35
jitter_scan,-0.07717377158703065,,10.0,19,0.35
jitter_scan,-0.10786778935001692,,10.0,20,0.35
jitter_scan,-0.10895688969191622,,10.0,21,0.35
jitter_scan,-0.10155123049592049,,10.0,22,0.35
jitter_scan,-0.028569664922339852,,10.0,23,0.35
jitter_scan,-0.0726680384613407,,14.3,0,0.35
jitter_scan,-0.07372047519999103,,14.3,1,0.35
jitter_scan,-0.062176989342302674,,14.3,2,0.35
jitter_scan,-0.12528773671109597,,14.3,3,0.35
jitter_scan,-0.06276249221485729,,14.3,4,0.35
jitter_scan,-0.03860520652502403,,14.3,5,0.35
jitter_scan,-0.04239104806408875,,14.3,6,0.35
jitter_scan,-0.06646529339041363,,14.3,7,0.35
jitter_scan,-0.035774074900630184,,14.3,8,0.35
jitter_scan,-0.04686006816121635,,14.3,9,0.35
jitter_scan,-0.0746423608824203,,14.3,10,0.35
jitter_scan,-0.09890784288776328,,14.3,11,0.35
jitter_scan,-0.07138975641259504,,14.3,12,0.35
jitter_scan,-0.05835144790880381,,14.3,13,0.35
jitter_scan,-0.05114593164679057,,14.3,14,0.35
jitter_scan,-0.07781588507676912,,14.3,15,0.35
jitter_scan,-0.04337414044889887,,14.3,16,0.35
jitter_scan,-0.04502091823089638,,14.3,17,0.35
jitter_scan,-0.09640827611531279,,14.3,18,0.35
jitter_scan,-0.05697151325655268,,14.3,19,0.35
jitter_scan,-0.07427229012244993,,14.3,20,0.35
jitter_scan,-0.07232752440360393,,14.3,21,0.35
jitter_scan,-0.023374149674033617,,14.3,22,0.35
jitter_scan,-0.08241728725059719,,14.3,23,0.35
jitter_scan,-0.04597946695921873,,20.8,0,0.35
jitter_scan,-0.061863680345310756,,20.8,1,0.35
jitter_scan,-0.06861016141560766,,20.8,2,0.35
jitter_scan,-0.07187378014046975,,20.8,3,0.35
jitter_scan,-0.0458229466515513,,20.8,4,0.35
jitter_scan,-0.0795030958859914,,20.8,5,0.35
jitter_scan,-0.022551247141541372,,20.8,6,0.35
jitter_scan,-0.11665886661805636,,20.8,7,0.35
jitter_scan,-0.018335643376527794,,20.8,8,0.35
jitter_scan,-0.06756284361252304,,20.8,9,0.35
jitter_scan,-0.021691462760479868,,20.8,10,0.35
jitter_scan,-0.024948622834821826,,20.8,11,0.35
jitter_scan,-0.05239478258267338,,20.8,12,0.35
jitter_scan,-0.04753684380349241,,20.8,13,0.35
jitter_scan,-0.11159334429645226,,20.8,14,0.35
jitter_scan,-0.1041725234643287,,20.8,15,0.35
jitter_scan,-0.036394056661089635,,20.8,16,0.35
jitter_scan,-0.04567108655920807,,20.8,17,0.35
jitter_scan,-0.043873740287016655,,20.8,18,0.35
jitter_scan,-0.03512443008563168,,20.8,19,0.35
jitter_scan,-0.0709471502009513,,20.8,20,0.35
jitter_scan,-0.075600623054345,,20.8,21,0.35
jitter_scan,-0.04920095569332969,,20.8,22,0.35
jitter_scan,-0.0485481517692361,,20.8,23,0.35
jitter_scan,-0.08608274275198396,,27.3,0,0.35
jitter_scan,-0.05631209289519079,,27.3,1,0.35
jitter_scan,-0.12938096570362168,,27.3,2,0.35
jitter_scan,-0.09222387829667322,,27.3,3,0.35
jitter_scan,-0.023217731804359806,,27.3,4,0.35
jitter_scan,-0.10532417360584423,,27.3,5,0.35
jitter_scan,-0.043986500094186434,,27.3,6,0.35
jitter_scan,-0.04008062663610276,,27.3,7,0.35
jitter_scan,-0.15577504190980654,,27.3,8,0.35
jitter_scan,-0.06340533286079751,,27.3,9,0.35
jitter_scan,-0.012921285687075318,,27.3,10,0.35
jitter_scan,-0.09883389217762092,,27.3,11,0.35
jitter_scan,-0.05739498957606266,,27.3,12,0.35
jitter_scan,-0.14451704350115072,,27.3,13,0.35
jitter_scan,-0.02550412863361992,,27.3,14,0.35
jitter_scan,-0.015428174427392263,,27.3,15,0.35
jitter_scan,-0.10144162193395567,,27.3,16,0.35
jitter_scan,-0.040109277808868374,,27.3,17,0.35
jitter_scan,-0.00749503267984547,,27.3,18,0.35
jitter_scan,-0.10412110555495199,,27.3,19,0.35
jitter_scan,-0.10129895743215712,,27.3,20,0.35
jitter_scan,-0.039986667578101265,,27.3,21,0.35
jitter_scan,-0.047393948533669836,,27.3,22,0.35
jitter_scan,-0.013181843578954383,,27.3,23,0.35
jitter_scan,-0.08137737238382556,,33.8,0,0.35
jitter_scan,-0.055477324368332775,,33.8,1,0.35
jitter_scan,-0.0458874445382139,,33.8,2,0.35
jitter_scan,-0.02358892855285112,,33.8,3,0.35
jitter_scan,-0.01886249135363549,,33.8,4,0.35
jitter_scan,-0.04289296372686774,,33.8,5,0.35
jitter_scan,-0.034037561805373776,,33.8,6,0.35
jitter_scan,-0.030798257171904292,,33.8,7,0.35
jitter_scan,-0.08396815510997935,,33.8,8,0.35
jitter_scan,-0.047917913879270635,,33.8,9,0.35
jitter_scan,-0.0633587971000858,,33.8,10,0.35
jitter_scan,-0.018481647001287432,,33.8,11,0.35
jitter_scan,-0.04445743122269927,,33.8,12,0.35
jitter_scan,-0.051762431843720896,,33.8,13,0.35
jitter_scan,-0.09452067582284115,,33.8,14,0.35
jitter_scan,-0.06422047626135441,,33.8,15,0.35
jitter_scan,-0.058328318137489565,,33.8,16,0.35
jitter_scan,-0.07793239532792207,,33.8,17,0.35
jitter_scan,-0.030615245016656883,,33.8,18,0.35
jitter_scan,-0.0600692924176775,,33.8,19,0.35
jitter_scan,-0.041903882478247945,,33.8,20,0.35
jitter_scan,-0.02979836601969646,,33.8,21,0.35
jitter_scan,-0.057909899871713716,,33.8,22,0.35
jitter_scan,-0.1315860341084546,,33.8,23,0.35
jitter_scan,-0.04726388588122454,,7.83,0,0.5
jitter_scan,-0.02158404131589961,,7.83,1,0.5
jitter_scan,-0.002632533980420848,,7.83,2,0.5
jitter_scan,-0.01117474350532277,,7.83,3,0.5
jitter_scan,-0.03636238240177114,,7.83,4,0.5
jitter_scan,-0.03290902869810994,,7.83,5,0.5
jitter_scan,-0.03528235714582659,,7.83,6,0.5
jitter_scan,-0.02198480597751759,,7.83,7,0.5
jitter_scan,-0.0483003518596839,,7.83,8,0.5
jitter_scan,-0.016861110334772722,,7.83,9,0.5
jitter_scan,-0.020140222429415544,,7.83,10,0.5
jitter_scan,-0.0189846871229849,,7.83,11,0.5
jitter_scan,-0.017768164394444674,,7.83,12,0.5
jitter_scan,-0.008472780055378437,,7.83,13,0.5
jitter_scan,-0.013774034280330055,,7.83,14,0.5
jitter_scan,-0.024207697210645585,,7.83,15,0.5
jitter_scan,-0.03233493919437874,,7.83,16,0.5
jitter_scan,-0.026671640732205043,,7.83,17,0.5
jitter_scan,-0.03634473833788754,,7.83,18,0.5
jitter_scan,-0.02246444964143582,,7.83,19,0.5
jitter_scan,-0.015681953841266694,,7.83,20,0.5
jitter_scan,-0.006811090234216777,,7.83,21,0.5
jitter_scan,-0.015855209530185543,,7.83,22,0.5
jitter_scan,-0.0019341158624854582,,7.83,23,0.5
jitter_scan,-0.019558492676635286,,10.0,0,0.5
jitter_scan,-0.05482237701226139,,10.0,1,0.5
jitter_scan,-0.023601618712031147,,10.0,2,0.5
jitter_scan,-0.060763199917670124,,10.0,3,0.5
jitter_scan,-0.03598181040918433,,10.0,4,0.5
jitter_scan,-0.020705839889116173,,10.0,5,0.5
jitter_scan,-0.028006176830184193,,10.0,6,0.5
jitter_scan,0.003933301863590255,,10.0,7,0.5
jitter_scan,-0.008654106703863476,,10.0,8,0.5
jitter_scan,-0.032063182702679216,,10.0,9,0.5
jitter_scan,-0.02773940799962732,,10.0,10,0.5
jitter_scan,-0.04251868059409483,,10.0,11,0.5
jitter_scan,-0.0053996952990705005,,10.0,12,0.5
jitter_scan,-0.011356958857843935,,10.0,13,0.5
jitter_scan,-0.04669822056367892,,10.0,14,0.5
jitter_scan,-0.011624076567591346,,10.0,15,0.5
jitter_scan,-0.025398655880289528,,10.0,16,0.5
jitter_scan,-0.0602856436255145,,10.0,17,0.5
jitter_scan,-0.0026998905095183545,,10.0,18,0.5
jitter_scan,-0.019667675295000214,,10.0,19,0.5
jitter_scan,-0.035966560006715775,,10.0,20,0.5
jitter_scan,-0.03230368009861606,,10.0,21,0.5
jitter_scan,-0.07399786338142192,,10.0,22,0.5
jitter_scan,-0.013736635708348405,,10.0,23,0.5
jitter_scan,-0.02738520533947303,,14.3,0,0.5
jitter_scan,-0.011406885356541663,,14.3,1,0.5
jitter_scan,-0.020385225030305626,,14.3,2,0.5
jitter_scan,-0.020039467430048197,,14.3,3,0.5
jitter_scan,-0.019189233868821765,,14.3,4,0.5
jitter_scan,-0.027578608734223353,,14.3,5,0.5
jitter_scan,-0.027761200021927196,,14.3,6,0.5
jitter_scan,-0.00983181857920451,,14.3,7,0.5
jitter_scan,0.0004857967577280575,,14.3,8,0.5
jitter_scan,-0.04477321158812565,,14.3,9,0.5
jitter_scan,-0.014875452209990592,,14.3,10,0.5
jitter_scan,-0.026029760509008848,,14.3,11,0.5
jitter_scan,-0.007459142217781878,,14.3,12,0.5
jitter_scan,-0.016977621262218134,,14.3,13,0.5
jitter_scan,-0.023766072838861313,,14.3,14,0.5
jitter_scan,-0.01680152875870769,,14.3,15,0.5
jitter_scan,-0.01871235555641207,,14.3,16,0.5
jitter_scan,-0.012917605189973952,,14.3,17,0.5
jitter_scan,-0.022635401919945147,,14.3,18,0.5
jitter_scan,-0.0165546657444145,,14.3,19,0.5
jitter_scan,-0.01848926801361514,,14.3,20,0.5
jitter_scan,-0.02985645466141651,,14.3,21,0.5
jitter_scan,-0.005395104157856767,,14.3,22,0.5
jitter_scan,-0.040212974852565586,,14.3,23,0.5
jitter_scan,-0.036352213783363424,,20.8,0,0.5
jitter_scan,-0.019066853896210045,,20.8,1,0.5
jitter_scan,-0.01282330670992099,,20.8,2,0.5
jitter_scan,-0.02670627362916872,,20.8,3,0.5
jitter_scan,-5.5239687746691524e-05,,20.8,4,0.5
jitter_scan,-0.0035874283652174155,,20.8,5,0.5
jitter_scan,0.006671001468497723,,20.8,6,0.5
jitter_scan,-0.025980969290195,,20.8,7,0.5
jitter_scan,-0.005873797831939864,,20.8,8,0.5
jitter_scan,-0.02209525260262074,,20.8,9,0.5
jitter_scan,-0.013908604626363341,,20.8,10,0.5
jitter_scan,-0.015724967035757237,,20.8,11,0.5
jitter_scan,-0.020279534817759848,,20.8,12,0.5
jitter_scan,-0.015983420407434223,,20.8,13,0.5
jitter_scan,-0.0704259582876331,,20.8,14,0.5
jitter_scan,-0.07704763663915826,,20.8,15,0.5
jitter_scan,-0.016747872440885214,,20.8,16,0.5
jitter_scan,-0.007393829747410763,,20.8,17,0.5
jitter_scan,-0.005218817567653022,,20.8,18,0.5
jitter_scan,-0.020017464299924487,,20.8,19,0.5
jitter_scan,-0.015205914186077585,,20.8,20,0.5
jitter_scan,-0.027442656825018785,,20.8,21,0.5
jitter_scan,-0.013501482864031467,,20.8,22,0.5
jitter_scan,-0.018288374976344002,,20.8,23,0.5
jitter_scan,-0.050070437411928126,,27.3,0,0.5
jitter_scan,-0.027890078918468952,,27.3,1,0.5
jitter_scan,-0.08602508164227604,,27.3,2,0.5
jitter_scan,-0.02654533007168934,,27.3,3,0.5
jitter_scan,-0.012699527096950713,,27.3,4,0.5
jitter_scan,-0.020433097198590155,,27.3,5,0.5
jitter_scan,-0.013284165634615028,,27.3,6,0.5
jitter_scan,-0.010925108763112673,,27.3,7,0.5
jitter_scan,-0.05920346807363941,,27.3,8,0.5
jitter_scan,-0.01884114609845461,,27.3,9,0.5
jitter_scan,0.00113062534202521,,27.3,10,0.5
jitter_scan,-0.02313627466575441,,27.3,11,0.5
jitter_scan,-0.021448983575177077,,27.3,12,0.5
jitter_scan,-0.09248151828705348,,27.3,13,0.5
jitter_scan,-0.004666447230615933,,27.3,14,0.5
jitter_scan,-0.005292817255008117,,27.3,15,0.5
jitter_scan,-0.018042839397301835,,27.3,16,0.5
jitter_scan,-0.019804974469390196,,27.3,17,0.5
jitter_scan,0.0013544928472750545,,27.3,18,0.5
jitter_scan,-0.04910471576569908,,27.3,19,0.5
jitter_scan,-0.022579897705638285,,27.3,20,0.5
jitter_scan,-0.006331594348902458,,27.3,21,0.5
jitter_scan,-0.023134446058321503,,27.3,22,0.5
jitter_scan,-0.007590091843174496,,27.3,23,0.5
jitter_scan,-0.02592030911007953,,33.8,0,0.5
jitter_scan,-0.024070921689074293,,33.8,1,0.5
jitter_scan,0.0016733924768568553,,33.8,2,0.5
jitter_scan,-0.008428391711780475,,33.8,3,0.5
jitter_scan,0.0005649005489316433,,33.8,4,0.5
jitter_scan,-0.007685905651691027,,33.8,5,0.5
jitter_scan,-0.0032385812842576356,,33.8,6,0.5
jitter_scan,-0.001995472934216369,,33.8,7,0.5
jitter_scan,-0.01933761535325218,,33.8,8,0.5
jitter_scan,0.0014500721520568083,,33.8,9,0.5
jitter_scan,-0.030410636394852808,,33.8,10,0.5
jitter_scan,0.004215665372701766,,33.8,11,0.5
jitter_scan,-0.011277661398900601,,33.8,12,0.5
jitter_scan,-0.02787399399516788,,33.8,13,0.5
jitter_scan,-0.0366720809231634,,33.8,14,0.5
jitter_scan,-0.03956587270776346,,33.8,15,0.5
jitter_scan,-0.016610827686776575,,33.8,16,0.5
jitter_scan,-0.023057687889111944,,33.8,17,0.5
jitter_scan,-0.0015983802951759496,,33.8,18,0.5
jitter_scan,-0.019107379757043852,,33.8,19,0.5
jitter_scan,-0.02740390146655408,,33.8,20,0.5
jitter_scan,-0.012639061573689547,,33.8,21,0.5
jitter_scan,-0.024827743781173972,,33.8,22,0.5
jitter_scan,-0.0203736769152304,,33.8,23,0.5
jitter_scan,-0.005817651745414765,,7.83,0,0.75
jitter_scan,3.7622707421192114e-05,,7.83,1,0.75
jitter_scan,0.0076879480162758695,,7.83,2,0.75
jitter_scan,-0.006389924695079707,,7.83,3,0.75
jitter_scan,-0.008949933398544357,,7.83,4,0.75
jitter_scan,-0.006452327190507423,,7.83,5,0.75
jitter_scan,-0.007016551001806093,,7.83,6,0.75
jitter_scan,-0.0009717963399195201,,7.83,7,0.75
jitter_scan,-0.003767126370521734,,7.83,8,0.75
jitter_scan,-0.0017054163048406679,,7.83,9,0.75
jitter_scan,-0.00434662676787817,,7.83,10,0.75
jitter_scan,-0.00029192755014151306,,7.83,11,0.75
jitter_scan,-0.00013007530087189023,,7.83,12,0.75
jitter_scan,-0.002919811443505338,,7.83,13,0.75
jitter_scan,-0.00035452543968411687,,7.83,14,0.75
jitter_scan,-0.002912592301206829,,7.83,15,0.75
jitter_scan,-0.004266525941005572,,7.83,16,0.75
jitter_scan,-0.004420839441673152,,7.83,17,0.75
jitter_scan,-0.01153243390666378,,7.83,18,0.75
jitter_scan,-0.00568394453326676,,7.83,19,0.75
jitter_scan,-0.009239049084417084,,7.83,20,0.75
jitter_scan,-0.004383469602256329,,7.83,21,0.75
jitter_scan,0.0017537797120122378,,7.83,22,0.75
jitter_scan,-0.000661031845993143,,7.83,23,0.75
jitter_scan,-0.00813621391752739,,10.0,0,0.75
jitter_scan,-0.01240133139158306,,10.0,1,0.75
jitter_scan,-0.010178811012010514,,10.0,2,0.75
jitter_scan,-0.008259976497219212,,10.0,3,0.75
jitter_scan,0.00036573652028867865,,10.0,4,0.75
jitter_scan,0.0015351921933676183,,10.0,5,0.75
jitter_scan,0.002156011433197158,,10.0,6,0.75
jitter_scan,0.004160971531501495,,10.0,7,0.75
jitter_scan,-0.008182815814963593,,10.0,8,0.75
jitter_scan,0.00746993966179893,,10.0,9,0.75
jitter_scan,-0.005418978229006888,,10.0,10,0.75
jitter_scan,-0.0034300673215814093,,10.0,11,0.75
jitter_scan,0.0015682627907219193,,10.0,12,0.75
jitter_scan,-0.002525399181328214,,10.0,13,0.75
jitter_scan,-0.01304955379302572,,10.0,14,0.75
jitter_scan,0.0023598940345050667,,10.0,15,0.75
jitter_scan,-0.005173166211878799,,10.0,16,0.75
jitter_scan,-0.00569222023648891,,10.0,17,0.75
jitter_scan,-0.0055460241746835,,10.0,18,0.75
jitter_scan,0.009542751948828393,,10.0,19,0.75
jitter_scan,-0.009668142403221613,,10.0,20,0.75
jitter_scan,-0.008980423245195213,,10.0,21,0.75
jitter_scan,-0.007404126535573152,,10.0,22,0.75
jitter_scan,-0.0027603885212198337,,10.0,23,0.75
jitter_scan,0.0036880724847252744,,14.3,0,0.75
jitter_scan,-0.0037830785901069586,,14.3,1,0.75
jitter_scan,1.8405006225463705e-06,,14.3,2,0.75
jitter_scan,0.010209472272041636,,14.3,3,0.75
jitter_scan,0.016195761876779735,,14.3,4,0.75
jitter_scan,0.0015854250410387016,,14.3,5,0.75
jitter_scan,-0.0018777539072191152,,14.3,6,0.75
jitter_scan,0.0024797028581250435,,14.3,7,0.75
jitter_scan,0.0019489391532826889,,14.3,8,0.75
jitter_scan,-0.0010780562933003224,,14.3,9,0.75
jitter_scan,0.004205554046215393,,14.3,10,0.75
jitter_scan,-0.007378226704151947,,14.3,11,0.75
jitter_scan,-0.006082309299999339,,14.3,12,0.75
jitter_scan,-0.0029670960250736678,,14.3,13,0.75
jitter_scan,0.002600219927526737,,14.3,14,0.75
jitter_scan,0.00012183452216654733,,14.3,15,0.75
jitter_scan,0.0028265346921527573,,14.3,16,0.75
jitter_scan,0.0029116906276153154,,14.3,17,0.75
jitter_scan,-0.004971930318112189,,14.3,18,0.75
jitter_scan,0.0019469103876257332,,14.3,19,0.75
jitter_scan,0.001683333603050452,,14.3,20,0.75
jitter_scan,-0.011084492439787902,,14.3,21,0.75
jitter_scan,-0.0028385996291056537,,14.3,22,0.75
jitter_scan,-0.04411903301515546,,14.3,23,0.75
jitter_scan,-0.0036313950014827956,,20.8,0,0.75
jitter_scan,0.006319470389383075,,20.8,1,0.75
jitter_scan,0.007662219334135356,,20.8,2,0.75
jitter_scan,0.00019853810665471094,,20.8,3,0.75
jitter_scan,0.00451324474829945,,20.8,4,0.75
jitter_scan,0.00022016577435773899,,20.8,5,0.75
jitter_scan,-0.0016801385082220177,,20.8,6,0.75
jitter_scan,0.001073170157302683,,20.8,7,0.75
jitter_scan,0.0015204096024564462,,20.8,8,0.75
jitter_scan,0.0021595173530419287,,20.8,9,0.75
jitter_scan,-0.0035456059340205626,,20.8,10,0.75
jitter_scan,-0.008894928469093344,,20.8,11,0.75
jitter_scan,0.004236096613533746,,20.8,12,0.75
jitter_scan,0.00015293599563731552,,20.8,13,0.75
jitter_scan,-0.00470277870019889,,20.8,14,0.75
jitter_scan,-0.022863141799703446,,20.8,15,0.75
jitter_scan,-0.0014448319287417022,,20.8,16,0.75
jitter_scan,0.007330051386307657,,20.8,17,0.75
jitter_scan,-0.006376978521435345,,20.8,18,0.75
jitter_scan,-0.0074463555808846615,,20.8,19,0.75
jitter_scan,-0.00032078718758823954,,20.8,20,0.75
jitter_scan,-0.006245008179809275,,20.8,21,0.75
jitter_scan,0.0006595453444918631,,20.8,22,0.75
jitter_scan,-0.007687025941834791,,20.8,23,0.75
jitter_scan,-0.010325225853750286,,27.3,0,0.75
jitter_scan,0.006270077612422459,,27.3,1,0.75
jitter_scan,-0.006105867016552635,,27.3,2,0.75
jitter_scan,0.00491322025431537,,27.3,3,0.75
jitter_scan,-0.0018180806877851619,,27.3,4,0.75
jitter_scan,-0.001701043512691347,,27.3,5,0.75
jitter_scan,0.009788770972599475,,27.3,6,0.75
jitter_scan,0.004792965548205519,,27.3,7,0.75
jitter_scan,0.005839742797424885,,27.3,8,0.75
jitter_scan,-0.008306968099841633,,27.3,9,0.75
jitter_scan,-0.009316981534459534,,27.3,10,0.75
jitter_scan,0.0028002547841599335,,27.3,11,0.75
jitter_scan,-0.006772459469731956,,27.3,12,0.75
jitter_scan,-0.010276376773688034,,27.3,13,0.75
jitter_scan,0.002689364167132946,,27.3,14,0.75
jitter_scan,0.0012119425892363894,,27.3,15,0.75
jitter_scan,-0.006830843781166718,,27.3,16,0.75
jitter_scan,-0.0001494720659412918,,27.3,17,0.75
jitter_scan,0.004674583478261607,,27.3,18,0.75
jitter_scan,-0.0006788425517645358,,27.3,19,0.75
jitter_scan,-0.004635198211488389,,27.3,20,0.75
jitter_scan,-0.001614172273623371,,27.3,21,0.75
jitter_scan,-0.0009384421665432907,,27.3,22,0.75
jitter_scan,-0.006580366275979743,,27.3,23,0.75
jitter_scan,-0.007935723723315302,,33.8,0,0.75
jitter_scan,-0.014752529348704219,,33.8,1,0.75
jitter_scan,0.0003171530601641104,,33.8,2,0.75
jitter_scan,0.00034927088683725516,,33.8,3,0.75
jitter_scan,0.0031293722513195676,,33.8,4,0.75
jitter_scan,-0.004069303510110256,,33.8,5,0.75
jitter_scan,-0.0005252760272230761,,33.8,6,0.75
jitter_scan,-0.0021626319290772855,,33.8,7,0.75
jitter_scan,0.007488125249482891,,33.8,8,0.75
jitter_scan,0.0037743292510440396,,33.8,9,0.75
jitter_scan,-0.0011794406470835295,,33.8,10,0.75
jitter_scan,-0.0009392464338203177,,33.8,11,0.75
jitter_scan,-0.0033343731529997256,,33.8,12,0.75
jitter_scan,0.003994272412736699,,33.8,13,0.75
jitter_scan,-0.00021749588127034647,,33.8,14,0.75
jitter_scan,-0.00503415218718728,,33.8,15,0.75
jitter_scan,-0.004881242955371401,,33.8,16,0.75
jitter_scan,-0.0021190099405869467,,33.8,17,0.75
jitter_scan,0.00029912970387824256,,33.8,18,0.75
jitter_scan,0.0013063911084054136,,33.8,19,0.75
jitter_scan,-0.008015288091448969,,33.8,20,0.75
jitter_scan,-0.0008233631891150228,,33.8,21,0.75
jitter_scan,-0.007278123458540842,,33.8,22,0.75
jitter_scan,-0.0039366647390278176,,33.8,23,0.75
